Actor1Name,Actor2CountryCode,Actor2Type1Code,Actor2Type2Code,AvgTone,MonthYear,NumSources,SOURCEURL
THE WHITE HOUSE,USA,GOV,,-1.55913209384752,202003,6,https://www.ibtimes.com/donald-trump-shock-potus-reportedly-looked-terrible-during-coronavirus-meeting-urged-2937545
HEALTH OFFICIAL,USA,GOV,,-7.41444866920153,202003,1,https://www.rawstory.com/2020/03/white-house-officials-testifying-at-house-coronavirus-briefing-abruptly-called-back-for-emergency-meeting/
HEALTH DEPARTMENT,GRD,GOV,MED,-2.13483146067416,202003,1,https://www.illinoistimes.com/springfield/its-spreading/Content?oid=11920592
HEALTH DEPARTMENT,USA,GOV,,-0.73937153419593,202003,1,https://www.murrayledger.com/news/local/governor-s-office-confirms-cases-of-covid--in-kentucky/article_42745a5a-633b-11ea-a8e9-fbd659513cec.html
UNITED STATES,USA,GOV,,-0.73937153419593,202003,1,https://www.murrayledger.com/news/local/governor-s-office-confirms-cases-of-covid--in-kentucky/article_42745a5a-633b-11ea-a8e9-fbd659513cec.html
HEALTH OFFICIAL,USA,GOV,,1.51133501259446,202003,1,https://www.richmondregister.com/news/madison_county/officials-urge-citizens-to-not-panic/article_fa0753d8-b25d-5e95-9089-cf68549627fa.html
HEALTH OFFICIAL,USA,GOV,,-0.60240963855422,202003,1,https://indianewengland.com/2020/03/united-india-association-cancels-holi-event-due-to-coronavirus-to-refund-money-to-those-who-have-bought-tickets/
HEALTH OFFICIAL,USA,GOV,HLH,-0.5842259006816,202003,1,https://patch.com/maryland/bowie/coronavirus-2-new-presumptive-positive-cases-pg-county
HEALTH OFFICIAL,USA,GOV,HLH,-0.5842259006816,202003,1,https://patch.com/maryland/bowie/coronavirus-2-new-presumptive-positive-cases-pg-county
HEALTH OFFICIAL,USA,GOV,HLH,-0.5842259006816,202003,1,https://patch.com/maryland/bowie/coronavirus-2-new-presumptive-positive-cases-pg-county
HEALTH OFFICIAL,USA,GOV,,0.72992700729927,202003,1,https://www.golocalprov.com/news/watch-live-ri-coronavirus-update-with-governor-raimondo
HEALTH DEPARTMENT,CHN,GOV,,-1.1137897212276,202003,2,https://www.financialexpress.com/lifestyle/travel-tourism/coronavirus-agra-hotels-tourists-sites-told-to-report-arrival-of-visitors-from-italy-iran-china/1887601/
HEALTH MINIST,IND,GOV,HLH,1.60010240655402,202003,2,https://www.business-standard.com/article/news-ani/health-ministry-holds-meet-with-rajasthan-health-department-over-coronavirus-outbreak-120030301129_1.html
MINIST OF HEALTH,JAM,GOV,AGR,-0.58139534883721,202003,1,http://magneticmediatv.com/2020/03/jamaica-imposes-travel-restrictions-natl-statement-on-covid-19-by-jamaica-health-wellness-minister/
HEALTH DEPARTMENT,NPL,GOV,,-2.10169366010914,202003,9,https://www.business-standard.com/article/pti-stories/coronavirus-agra-hotels-tourists-sites-told-to-report-arrival-of-visitors-from-italy-iran-china-120030300525_1.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-1.19308909059238,202003,10,https://www.bignewsnetwork.com/news/264201893/the-urban-history-that-makes-chinas-coronavirus-lockdown-possible
MINIST OF HEALTH,GMB,GOV,,0,202003,1,https://allafrica.com/stories/202003030248.html
ONTARIO,CHN,GOV,HLH,-0.827586206896549,202003,1,https://www.brantfordexpositor.ca/news/local-news/bchs-ready-for-covid-19-but-local-risk-said-low
WORLD HEALTH ORGANIZATION,CHN,GOV,,-3.46742898811625,202003,1,https://news.yahoo.com/coronavirus-conspiracy-theories-myths-debunked-135739788.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-1.03686635944701,202003,1,https://medicalxpress.com/news/2020-03-urban-history-china-coronavirus-lockdown.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-3.58931552587646,202003,1,https://www.msn.com/en-gb/news/world/eleven-myths-and-conspiracy-theories-around-coronavirus-debunked/ar-BB10GqeD
HEALTH MINIST,CHN,GOV,,0.56022408963586,202003,1,https://www.liberianobserver.com/opinion/editorials/liberia-wake-up-to-the-coronavirus-and-get-busy/
PFIZER,USA,GOV,,-0.40774719673802,202003,1,https://www.telegraph.co.uk/science/2020/03/03/will-have-coronavirus-vaccine-human-trials-begin-april/
MINIST FOR HEALTH,IRL,GOV,,-1.46627565982405,202003,1,https://www.msn.com/en-ie/news/uknews/government-not-urging-cancellation-of-st-patrick-e2-80-99s-day-events-over-coronavirus/ar-BB10GNxm
IRELAND,IRL,GOV,,-1.46627565982405,202003,1,https://www.msn.com/en-ie/news/uknews/government-not-urging-cancellation-of-st-patrick-e2-80-99s-day-events-over-coronavirus/ar-BB10GNxm
HEALTH MINIST,IND,GOV,HLH,-4.57516339869281,202003,1,https://www.ndtv.com/india-news/coronavirus-scare-6-from-agra-who-came-in-contact-with-delhi-coronavirus-patient-isolated-2189188
HEALTH MINIST,IND,GOV,,-2.58850191357342,202003,7,https://www.business-standard.com/article/pti-stories/coronavirus-delhi-cm-arvind-kejriwal-calls-urgent-meeting-with-health-minister-top-officials-120030300639_1.html
HEALTH DEPARTMENT,IND,GOV,,-2.04159645034971,202003,3,https://www.hindustantimes.com/india-news/coronavirus-italian-tourist-in-rajasthan-tests-positive-for-covid-19-6th-confirmed-case-in-india/story-ERNgsT9CQWxBgg9qxcp9fO.html
HEALTH DEPARTMENT,IND,GOV,,-2.04159645034971,202003,3,https://www.hindustantimes.com/india-news/coronavirus-italian-tourist-in-rajasthan-tests-positive-for-covid-19-6th-confirmed-case-in-india/story-ERNgsT9CQWxBgg9qxcp9fO.html
HEALTH MINIST,IND,GOV,HLH,-4.57516339869281,202003,1,https://www.ndtv.com/india-news/coronavirus-scare-6-from-agra-who-came-in-contact-with-delhi-coronavirus-patient-isolated-2189188
HEALTH MINIST,LBR,GOV,,0.56022408963586,202003,1,https://www.liberianobserver.com/opinion/editorials/liberia-wake-up-to-the-coronavirus-and-get-busy/
PFIZER,USA,GOV,,-0.40774719673802,202003,1,https://www.telegraph.co.uk/science/2020/03/03/will-have-coronavirus-vaccine-human-trials-begin-april/
UNITED STATES,USA,GOV,,-2.23214285714286,202003,1,https://www.koaa.com/news/local-news/colorado-health-officials-say-they-can-now-test-people-for-coronavirus-on-their-own
HEALTH DEPARTMENT,USA,GOV,,-3.60902255639098,202003,1,https://www.msn.com/en-in/news/other/coronavirus-outbreak-live-updates-two-noida-schools-shut-after-students-father-tests-positive-fumigation-process-underway-in-both/ar-BB10FA50
WASHINGTON,USA,GOV,,-3.69290573372207,202003,1,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/washington-state-confirms-second-u-s-coronavirus-death-new-york-reports-first-case/articleshow/74437566.cms
AMIRAN GAMKRELIDZE,USA,GOV,,-3.52112676056338,202003,1,https://en.trend.az/scaucasus/georgia/3201106.html
AMIRAN GAMKRELIDZE,USA,GOV,,-3.52112676056338,202003,1,https://en.trend.az/scaucasus/georgia/3201106.html
PFIZER,USA,GOV,,-1.4218009478673,202003,1,https://www.mlive.com/coronavirus/2020/03/pfizer-testing-potential-coronavirus-treatments.html
PFIZER,USA,GOV,,-2.42433147223038,202003,2,https://www.prokerala.com/news/articles/a1013828.html
HEALTH OFFICIAL,USA,GOV,,-2.66666666666667,202003,1,https://www.wkyc.com/article/news/health/coronavirus/kent-state-cancels-school-sponsored-spring-break-trips-to-italy-vietnam-amid-coronavirus-outbreak/95-7dcf6751-4ec4-4cbe-bf8d-97f433a949f1
UNITED STATES,USA,GOV,,-3.13075506445672,202003,1,https://www.cbc.ca/news/canada/british-columbia/coronavirus-bc-washington-state-deaths-1.5483501
HEALTH DEPARTMENT,USA,GOV,,-2.7431421446384,202003,1,https://www.thetelegraph.com/news/education/article/High-school-north-of-Seattle-closed-over-virus-15089097.php
HEALTH DEPARTMENT,USA,GOV,,-2.7431421446384,202003,1,https://www.thetelegraph.com/news/education/article/High-school-north-of-Seattle-closed-over-virus-15089097.php
GLOBAL HEALTH COUNCIL,USA,GOV,,-0.39920159680639,202003,1,https://globalhealth.org/u-s-and-global-response-to-covid-19/
MINIST OF HEALTH,BHR,GOV,,-1.60642570281125,202003,1,https://gulfnews.com/world/mena/coronavirus-in-middle-east-17-deaths-1234-new-cases-reported-in-iran-1.70202465
PFIZER,CHE,GOV,,-1.49750415973378,202003,1,https://in.reuters.com/article/uk-health-coronavirus-pfizer/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-idINKBN20T02Q
PFIZER,DEU,GOV,,-1.7587325949541,202003,9,https://www.thechronicleherald.ca/news/world/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-420089/
PFIZER,USA,GOV,,-1.49514776029388,202003,1,https://www.reuters.com/article/us-health-coronavirus-pfizer/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-idUSKBN20T03K
HEALTH MINIST,IRL,GOV,,-4.34782608695652,202003,1,https://www.hindustantimes.com/india-news/31st-case-in-india-global-virus-infectionstop-100-000/story-sV5IlMlE4khbRbpU89gJrM.html
MINIST FOR HEALTH,BEL,GOV,HLH,-1.70212765957447,202003,1,http://www.westmeathexaminer.ie/2020/03/06/those-who-spread-lies-are-increasing-stigma-attached-to-virus-harris/
IRAN,FRA,GOV,,0.383877159309019,202003,1,https://www.globalsecurity.org/security/library/news/2020/03/sec-200305-pdo09.htm
IRAN,FRA,GOV,,0.383877159309019,202003,1,https://www.globalsecurity.org/security/library/news/2020/03/sec-200305-pdo09.htm
IRAN,FRA,GOV,,0.383877159309019,202003,1,https://www.globalsecurity.org/security/library/news/2020/03/sec-200305-pdo09.htm
PFIZER,DEU,GOV,,-1.7587325949541,202003,9,https://www.thechronicleherald.ca/news/world/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-420089/
WORLD HEALTH ORGANIZATION,USA,GOV,,-4.34782608695652,202003,1,https://www.hindustantimes.com/india-news/31st-case-in-india-global-virus-infectionstop-100-000/story-sV5IlMlE4khbRbpU89gJrM.html
IRAN,FRA,GOV,,0.3076923076923,202003,1,http://global.chinadaily.com.cn/a/202003/06/WS5e61a83aa31012821727cce1.html
HEALTH MINIST,AFG,GOV,,-6.8100358422939,202003,7,https://www.arabherald.com/news/264229403/dozens-killed-in-kabul-attack-abdullah-escapes-unharmed
HEALTH MINIST,AFG,GOV,,-6.8100358422939,202003,7,https://www.arabherald.com/news/264229403/dozens-killed-in-kabul-attack-abdullah-escapes-unharmed
HEALTH DEPARTMENT,AUS,GOV,,-3.51201478743068,202003,1,https://newsinfo.inquirer.net/1237824/fwd-doh-2-foreigners-with-travel-history-in-ph-possibly-contracted-covid-19-in-other-countries
BRUSSELS,EUR,GOV,HLH,-2.64765784114053,202003,1,https://www.irishexaminer.com/breakingnews/ireland/minister-harris-condemns-misinformation-about-coronavirus-986294.html
EUROPEAN,BEL,GOV,HLH,-2.64765784114053,202003,1,https://www.irishexaminer.com/breakingnews/ireland/minister-harris-condemns-misinformation-about-coronavirus-986294.html
MINIST FOR HEALTH,EUR,GOV,HLH,-1.70212765957447,202003,1,http://www.westmeathexaminer.ie/2020/03/06/those-who-spread-lies-are-increasing-stigma-attached-to-virus-harris/
HEALTH MINIST,CAN,GOV,,-0.648910411622275,202003,2,https://www.reuters.com/article/us-health-coronavirus-canada-tourism/canadas-tourism-industry-deeply-affected-by-virus-outbreak-minister-idUSKBN20T2RR
HEALTH OFFICIAL,IND,GOV,,-3.64705882352941,202003,1,https://timesofindia.indiatimes.com/india/avoid-mass-gatherings-says-govt-as-corona-cases-hit-31/articleshow/74520610.cms
MINIST OF HEALTH,BHR,GOV,,-1.60642570281125,202003,1,https://gulfnews.com/world/mena/coronavirus-in-middle-east-17-deaths-1234-new-cases-reported-in-iran-1.70202465
MINIST OF HEALTH,BHR,GOV,,-1.60642570281125,202003,1,https://gulfnews.com/world/mena/coronavirus-in-middle-east-17-deaths-1234-new-cases-reported-in-iran-1.70202465
IRAN,FRA,GOV,,0.383877159309019,202003,1,https://www.globalsecurity.org/security/library/news/2020/03/sec-200305-pdo09.htm
WORLD HEALTH ORGANIZATION,ITA,GOV,HLH,-5.53892215568862,202003,1,https://www.wgrz.com/article/news/health/coronavirus/coronavirus-world-response-thursday/71-d9effa5f-e6b6-406a-94b6-8168cdc32d9b
MINIST OF HEALTH,BHR,GOV,,-1.60642570281125,202003,1,https://gulfnews.com/world/mena/coronavirus-in-middle-east-17-deaths-1234-new-cases-reported-in-iran-1.70202465
HEALTH OFFICIAL,CHE,GOV,,-2.51883637547386,202003,2,https://www.msn.com/en-us/money/companies/cdc-expands-testing-more-infections-in-nyc-suburb-virus-update/ar-BB10L9VA
HEALTH OFFICIAL,CHE,GOV,,-3.12519355153559,202003,2,https://www.msn.com/en-us/money/companies/cdc-expands-testing-more-infections-in-nyc-suburb-virus-update/ar-BB10L9VA
PFIZER,CHE,GOV,,-1.49750415973378,202003,1,https://in.reuters.com/article/uk-health-coronavirus-pfizer/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-idINKBN20T02Q
SECURITY FORCE,TUN,GOV,,-8.10810810810807,202003,1,https://www.tap.info.tn/en/Portal-Politics/12407092-president-of-the
MINIST OF HEALTH,GBR,GOV,,0.43478260869566,202003,1,https://www.southwalesargus.co.uk/news/18286023.fires-missing-teenagers-birthdays-political-troubles-making-headlines-100-years-ago-today/
WORLD HEALTH ORGANIZATION,USA,GOV,,-3.45572354211663,202003,1,https://bangordailynews.com/2020/03/06/news/portland/international-cruise-ships-reach-maine-next-month-amid-fear-of-coronavirus/
HEALTH DEPARTMENT,USA,GOV,AGR,0.13175230566535,202003,1,http://www.startribune.com/virus-will-test-minnesota-s-strong-public-health-system/568567562/
HEALTH DEPARTMENT,USA,GOV,AGR,0.13175230566535,202003,1,http://www.startribune.com/virus-will-test-minnesota-s-strong-public-health-system/568567562/
PFIZER,USA,GOV,,-1.49514776029388,202003,1,https://www.reuters.com/article/us-health-coronavirus-pfizer/pfizer-weighs-working-with-biontech-on-potential-coronavirus-vaccine-rd-head-idUSKBN20T03K
HEALTH OFFICIAL,USA,GOV,,-0.98792535675082,202003,1,https://defence.pk/pdf/threads/u-s-will-miss-coronavirus-test-rollout-goal-senators-say.655912/
WORLD HEALTH ORGANIZATION,ITA,GOV,,-7.32484076433121,202003,1,https://www.msn.com/en-ie/news/coronavirus/coronaviruss-true-lethal-power-still-eludes-disease-experts/ar-BB10PJuK
UNITED STATES,USA,GOV,,-2.17391304347826,202003,1,https://www.wamc.org/post/regional-updates-coronavirus-preparation
UNITED STATES,USA,GOV,,-2.17391304347826,202003,1,https://www.wamc.org/post/regional-updates-coronavirus-preparation
NAVY,NZL,GOV,,2.14655810510733,202003,1,https://www.militarytimes.com/news/pentagon-congress/2020/03/05/service-surgeons-general-voice-concern-about-military-health-care-reforms/
NAVY,NZL,GOV,,2.14655810510733,202003,1,https://www.militarytimes.com/news/pentagon-congress/2020/03/05/service-surgeons-general-voice-concern-about-military-health-care-reforms/
HEALTH OFFICIAL,USA,GOV,,-0.98792535675082,202003,1,https://defence.pk/pdf/threads/u-s-will-miss-coronavirus-test-rollout-goal-senators-say.655912/
HEALTH OFFICIAL,USA,GOV,HLH,-0.62111801242236,202003,1,https://www.wvpublic.org/post/marshall-suspends-university-sponsored-international-travel-light-coronavirus
WORLD HEALTH ORGANIZATION,CHN,GOV,,-9.375,202001,1,https://www.dw.com/en/china-rules-out-sars-as-dozens-struck-by-pneumonia-like-virus/a-51893193
WORLD HEALTH ORGANIZATION,CHN,GOV,,-3.41463414634147,202001,1,https://www.taiwannews.com.tw/en/news/3850213
WORLD HEALTH ORGANIZATION,CHN,GOV,,-6.32224341728143,202001,4,http://www.ecns.cn/news/society/2020-01-06/detail-ifzsiwze9786309.shtml
HEALTH DEPARTMENT,USA,GOV,HLH,-0.18382352941176,202001,1,https://www.record-eagle.com/news/local_news/radon-a-hard-to-detect-health-hazard/article_b1af49f0-2e4a-11ea-b93d-07ae301b314c.html
HEALTH DEPARTMENT,USA,GOV,HLH,-0.18382352941176,202001,1,https://www.record-eagle.com/news/local_news/radon-a-hard-to-detect-health-hazard/article_b1af49f0-2e4a-11ea-b93d-07ae301b314c.html
NASA,USA,GOV,,0.98435114648403,202001,2,https://www.fox46charlotte.com/news/north-carolina-doctor-helps-treat-astronauts-blood-clot-during-nasa-mission
INTERNATIONAL COMMITTEE OF THE RED CROSS,YEM,GOV,,-5.66037735849057,202001,1,https://m.aawsat.com/english/home/article/2067301/yemeni-official-accuses-houthis-breaking-icrc-headquarter-hodeidah
CELGENE CORPORATION,GBR,MNC,HLH,-1.54109589041096,202001,1,https://www.marketwatch.com/press-release/global-top-10-cancer-drugs-market-set-to-reach-129948-million-by-2026-2020-01-07
BRISTOL MYERS SQUIBB,GBR,MNC,HLH,-1.54109589041096,202001,1,https://www.marketwatch.com/press-release/global-top-10-cancer-drugs-market-set-to-reach-129948-million-by-2026-2020-01-07
WORLD HEALTH ORGANIZATION,CHN,GOV,,-6.95652173913044,202001,1,https://www.medscape.com/viewarticle/923338
HEALTH MINIST,GHA,GOV,,-3.63881401617251,202001,1,https://www.graphic.com.gh/news/politics/ndc-pushes-for-release-of-idle-ambulances.html
HEALTH MINIST,GBR,GOV,,-2.48917748917749,202001,1,https://www.countytimes.co.uk/news/18141151.health-board-cancels-bronglais-inpatient-operations/
INTERNATIONAL FEDERATION OF RED CROSS AND RED CRESCENT,USA,NGO,HLH,2.73743016759776,202001,1,https://reliefweb.int/job/3465663/deputy-director-programs
NASA,USA,GOV,,0.12391573729864,202001,1,https://globalhealthnewswire.com/2020/01/05/unc-expert-helps-treat-astronauts-blood-clot-during-nasa-mission/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-5.53359683794466,202001,1,https://www.bworldonline.com/travelers-from-china-asked-to-check-for-flu-like-symptoms/
MINIST OF HEALTH,ITA,GOV,,-1.19617224880382,202003,1,https://www.mid-day.com/articles/those-infected-in-stable-condition-recovering/22667291
MINIST OF HEALTH,JAM,GOV,EDU,0.58651026392962,202003,1,http://www.loopjamaica.com/content/coronavirus-passengers-ba-flight-asked-identify-themselves
WORLD HEALTH ORGANIZATION,CHN,GOV,,-1.04712041884817,202003,1,https://www.citymetric.com/skylines/podcast-rory-stewart-has-his-porridge-4954
MINIST OF HEALTH,UGA,GOV,,2.5,202003,1,http://www.kfm.co.ug/news/health/museveni-asks-moh-to-recall-health-insurance-bill.html
HEALTH OFFICIAL,USA,GOV,,-4.0920716112532,202003,1,https://www.standard.co.uk/news/world/trump-suspends-all-travel-between-us-and-europe-over-coronavirus-spread-a4385156.html
BRITISH,GBR,GOV,,-5.09259259259259,202003,1,https://www.masala.com/coronavirus-outbreak-update-queen-elizabeths-health-a-growing-concern-322817.html
WORLD HEALTH ORGANIZATION,BEL,GOV,DEV,-7.06214689265536,202003,1,https://www.foxnews.com/world/italy-coronavirus-death-toll-fines-jail-lockdown
WORLD HEALTH ORGANIZATION,BEL,GOV,DEV,-7.06214689265536,202003,1,https://www.foxnews.com/world/italy-coronavirus-death-toll-fines-jail-lockdown
HEALTH MINIST,SAU,GOV,,-4.72,202003,1,https://www.benarnews.org/english/news/philippine/philippines-coronavirus-03122020183338.html
PABLO MARIN,BLZ,GOV,,0.35460992907801,202003,1,https://www.breakingbelizenews.com/2020/03/12/san-ignacio-resident-not-under-quarantine-for-covid-19-at-any-local-hospital-still-no-confirmed-case-in-belize/
MINIST OF HEALTH,BLZ,GOV,HLH,0.35460992907801,202003,1,https://www.breakingbelizenews.com/2020/03/12/san-ignacio-resident-not-under-quarantine-for-covid-19-at-any-local-hospital-still-no-confirmed-case-in-belize/
CANADA,CAN,GOV,,-0.67340067340067,202003,2,https://www.vancouverisawesome.com/bc-news/british-columbia-focuses-on-long-term-care-homes-in-covid-19-fight-2156411
CANADA,CAN,GOV,,-0.668232027881147,202003,3,https://www.msn.com/en-ca/news/canada/british-columbia-focuses-on-long-term-care-homes-in-covid-19-fight/ar-BB113Jvl
CANADA,CAN,GOV,,-0.6578947368421,202003,1,https://www.msn.com/en-ca/news/canada/british-columbia-focuses-on-long-term-care-homes-in-covid-19-fight/ar-BB113Jvl
ONTARIO,CAN,GOV,HLH,-1.64835164835165,202003,1,https://www.cp24.com/news/province-reports-five-new-travel-related-covid-19-cases-raising-count-to-42-1.4848268
MINIST OF HEALTH,CHN,GOV,,6.57596371882086,202003,1,https://allafrica.com/stories/202003120397.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-7.40291262135922,202003,3,https://www.freep.com/story/opinion/2020/03/12/human-toll-china-coronavirus-control-efforts-censorship-column/5010909002/
WORLD HEALTH ORGANIZATION,FRA,GOV,,-1.32450331125827,202003,1,https://horsenetwork.com/2020/03/saut-hermes-cancelled-amid-coronavirus-concerns/
WORLD HEALTH ORGANIZATION,FRA,GOV,,-1.32450331125827,202003,1,https://horsenetwork.com/2020/03/saut-hermes-cancelled-amid-coronavirus-concerns/
MINIST OF HEALTH,GHA,GOV,HLH,-0.00396741430385,202003,1,https://www.ghanaweb.com/GhanaHomePage/business/Foreign-Minister-holds-bilateral-meeting-with-Korean-Ambassador-892135
MINIST OF HEALTH,GHA,GOV,HLH,-0.00396741430385,202003,1,https://www.ghanaweb.com/GhanaHomePage/business/Foreign-Minister-holds-bilateral-meeting-with-Korean-Ambassador-892135
MINIST OF HEALTH,LUX,GOV,,-3.58490566037735,202003,1,https://chronicle.lu/category/medical/32062-events-with-over-1k-people-banned-in-luxembourg
MINIST OF HEALTH,TUR,GOV,HLH,-1.44444444444445,202003,1,http://bianet.org/english/health/221255-health-minister-koca-on-coronavirus-outbreak-risk-is-serious
HEALTH OFFICIAL,USA,GOV,,-0.56232427366448,202003,1,https://thehill.com/policy/healthcare/487068-trump-coronavirus-response-seen-as-threat-to-cdc-confidence
HEALTH OFFICIAL,USA,GOV,,-4.74452554744525,202003,1,https://www.cnbc.com/2020/03/12/watch-live-house-oversight-committee-continues-hearing-on-coronavirus.html
THE WHITE HOUSE,USA,GOV,,-1.20062718233731,202003,3,https://www.mediaite.com/news/brazilian-government-official-pictured-next-to-trump-last-weekend-has-tested-positive-for-coronavirus/
HEALTH OFFICIAL,USA,GOV,,-3.57446808510639,202003,1,https://blog.ucsusa.org/anita-desikan/coronavirus-data-being-concealed-by-trump-administration
HEALTH OFFICIAL,USA,GOV,,-3.1578947368421,202003,1,https://wskg.org/news/broome-county-executive-says-state-mistaken-still-no-confirmed-cases-in-broome/
HEALTH OFFICIAL,USA,GOV,,1.92307692307692,202003,1,https://www.wsipam.com/2020/03/12/audio-coronavirus-update-with-johnson-county-officials/
HEALTH OFFICIAL,USA,GOV,HLH,4.34782608695652,202003,1,https://www.poncacitynews.com/news/health-department-holds-forum
HEALTH OFFICIAL,USA,GOV,HLH,-3.2014499649647,202003,4,https://www.sfgate.com/news/education/article/Coronavirus-cases-in-Tennessee-up-to-9-dozens-15124176.php
HEALTH OFFICIAL,USA,GOV,HLH,-3.2014499649647,202003,4,https://www.sfgate.com/news/education/article/Coronavirus-cases-in-Tennessee-up-to-9-dozens-15124176.php
ONTARIO,CHN,GOV,HLH,-1.12275449101797,202001,1,https://globalnews.ca/news/6463088/canada-coronavirus-first-case/
HEALTH MINIST,IND,GOV,,-0.296827572030143,202001,7,https://www.outlookindia.com/newsscroll/novel-coronavirus-reaches-indonepal-border/1717856
HEALTH MINIST,IND,GOV,,-4.39238653001464,202001,1,https://www.telegraphindia.com/india/two-numbers-and-response-hold-key-to-virus-toll/cid/1739862
FIRDOUS ASHIQ AWAN,PAK,GOV,,-1.75438596491228,202001,1,https://dunyanews.tv/en/Pakistan/529455-Govt-rejects-Transparency-International-report-corruption-
HEALTH DEPARTMENT,USA,GOV,,0.91743119266055,202001,1,https://www.fayobserver.com/news/20200126/cumberland-matters-bethany-land-use-plan-in-development
RED CROSS,DNK,GOV,,-2.26641998149861,202001,1,https://www.euronews.com/2020/01/27/holocaust-remembrance-day-how-is-the-holocaust-taught-in-your-country
HEALTH DEPARTMENT,NPL,GOV,,-1.81270536692224,202001,2,https://www.republicworld.com/india-news/general-news/novel-coronavirus-up-govt-directs-officials-to-set-up-isolation-wards-in-district-hospitals.html
MERCY SHIPS,SLE,GOV,,2.5706940874036,202001,1,https://sierraexpressmedia.com/?p=87535
MERCY SHIPS,SLE,GOV,,2.5706940874036,202001,1,https://sierraexpressmedia.com/?p=87535
RED CROSS,CHN,GOV,MED,-4.96894409937888,202001,1,https://www.theepochtimes.com/china-restricts-medical-supply-donations-to-epicenter-despite-dire-need-during-viral-outbreak_3217718.html
HEALTH MINIST,IND,GOV,,-0.67264573991031,202001,1,https://zeenews.india.com/india/breaking-news-vigil-along-india-nepal-border-in-west-bengal-strengthened-after-confirmed-coronavirus-case-in-nepal-2259491.html
HEALTH MINIST,CIV,GOV,,-8.48484848484849,202001,1,https://www.modernghana.com/news/981406/coronavirus-threat-ivory-coast-battles-suspected.html
HEALTH MINIST,NGA,GOV,,-4.92125984251969,202001,1,https://thenationonlineng.net/lassa-fever-death-toll-rises-as-states-take-precautions/
HEALTH MINIST,NGA,GOV,,-4.92125984251969,202001,1,https://thenationonlineng.net/lassa-fever-death-toll-rises-as-states-take-precautions/
MINIST OF HEALTH,CHN,GOV,,-2.69459820290116,202001,2,https://www.newstalkzb.co.nz/news/health/chances-of-new-zealand-getting-coronavirus-high-but-outbreak-low/
NOVARTIS,USA,MNC,HLH,-0.1953125,202001,1,https://www.biopharmadive.com/news/pfizer-gene-therapy-phase-3-dmd-hemophilia/571238/
SRI LANKAN,LKA,GOV,GOV,-0.3690036900369,202001,1,"http://www.asianews.it/news-en/Sri-Lanka-reports-first-coronavirus-case,-activates-security-measures-49145.html"
HEALTH DEPARTMENT,IND,GOV,,-1.76646153437863,202001,3,https://www.business-standard.com/article/news-ani/coronavirus-3756-passengers-screened-at-mumbai-international-airport-till-jan-26-120012800115_1.html
HEALTH MINIST,MYS,GOV,,-0.55555555555556,202001,1,https://www.thestar.com.my/news/nation/2020/01/28/we-have-enough-manpower
HEALTH MINIST,MYS,GOV,,-0.55555555555556,202001,1,https://www.thestar.com.my/news/nation/2020/01/28/we-have-enough-manpower
WORLD HEALTH ORGANIZATION,CHN,GOV,,-0.619324933589103,202001,6,https://www.prokerala.com/news/articles/a1001794.html
GLAXOSMITHKLINE,ISR,MNC,HLH,-1.0204081632653,202001,1,https://www.openpr.com/news/1911778/multiple-myeloma-diagnostic-market-trends-growth-scope
HEALTH MINIST,AUS,GOV,HLH,-4.71698113207547,202001,3,https://www.smh.com.au/national/queensland/six-people-test-negative-for-coronavirus-in-queensland-20200126-p53uvd.html
HEALTH MINIST,IND,GOV,,-4.39238653001464,202001,1,https://www.telegraphindia.com/india/two-numbers-and-response-hold-key-to-virus-toll/cid/1739862
MINIST OF HEALTH,CHN,GOV,,-2.69459820290116,202001,2,https://www.newstalkzb.co.nz/news/health/chances-of-new-zealand-getting-coronavirus-high-but-outbreak-low/
HEALTH OFFICIAL,CHN,GOV,,-1.83783783783784,202001,1,https://www.theverge.com/2020/1/28/21080479/coronavirus-public-health-trust-cdc-misinformation-china-outbreak-concealed
FRENCH,CHN,GOV,,-3.33333333333334,202001,1,https://www.mirror.co.uk/news/uk-news/coronavirus-britain-working-plan-rescue-21375172
HEALTH OFFICIAL,USA,GOV,,1.71232876712328,202001,2,http://www.klif.com/2020/01/28/governor-abbott-meets-with-state-health-officials-on-coronavirus/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-5.9299191374663,202001,1,https://www.theepochtimes.com/hong-kong-cuts-travel-from-mainland-countries-plan-evacuations-as-virus-spreads-in-china_3218545.html
